FIPS,LISA_CL,Normalized Median Age,Normalized Male Median Age,Normalized Median Female Age,Normalized Sex Ratio (males per 100 females),Normalized Workers 16 years and over,"Normalized Management, business, science, and arts occupations; Estimate; Civilian employed population 16 years and over",Normalized Service occupations; Estimate; Civilian employed population 16 years and over,Normalized Sales and office occupations; Estimate; Civilian employed population 16 years and over,Normalized Natural resources construction and maintenance occupations; Estimate; Civilian employed population 16 years and over,"Normalized Production, transportation, and material moving occupations; Estimate; Civilian employed population 16 years and over","Normalized Cars, truck, or Van to work","Normalized car, truck, or van drove alone","Normalized car, truck, or van carpool",Normalized public transportation to work,Normalized walked to work,Normalized biked to work,"Normalized taxi, motorcycle, or other",Normalized worked at home,Normalized mean travel time to work (minutes),Normalized Total; Estimate; Population 45 to 64 years,Normalized Total; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - Bachelor's degree or higher,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_5 years and over with earnings - Less than high school graduate,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ver with earnings - High school graduate (includes equivalency),Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ars and over with earnings - Some college or associate's degree,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ Population 25 years and over with earnings - Bachelor's degree,Normlized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS_ years and over with earnings - Graduate or professional degree,Normalized Household Mean Income,Normalized Social Security Income,Normalized Cash public assistance income,Normalized per capita income per household
54013,0,0.586516854,0.626966292,0.543181818,0.089145968,0.000524903,0.272241993,0.256097561,0.52851711,0.689655172,0.244186047,0.958650707,0.874859076,0.440789474,0,0.046757164,0,0.026809651,0.010025063,0.675742574,0.000912598,0.000939199,0.592250923,0.000452031,0.257369408,0.529710731,0.230169805,0.370214788,0.2905884,0.390558468,0.277580863,0.705189504,0.229463236,0.297382766
54015,0,0.492134831,0.498876404,0.479545455,0.100034025,0.000555178,0.233096085,0.554878049,0.25095057,0.583333333,0.308139535,0.960826986,0.798196167,0.664473684,0,0.018099548,0,0.021447721,0.060150376,1,0.001037241,0.00102048,0.531365314,0.000322294,0.207405073,0.295446403,0.171943241,0.254143223,0.4049756,0.375568164,0.244086372,0.73574344,0.157437639,0.315972465
54017,0,0.458426966,0.449438202,0.504545455,0.151752297,0.000575651,0.202846975,0.304878049,0.688212928,0.698275862,0.203488372,0.929270947,0.872604284,0.355263158,0,0.028657617,0,0.056300268,0.080200501,0.76980198,0.000999531,0.001008944,0.566420664,0.000516217,0.238226366,0.457649214,0.206556605,0.324712159,0.354579,0.411684434,0.225058951,0.654052478,0.29515476,0.268921658
54021,0,0.366292135,0.35505618,0.438636364,0.26471589,0.000569335,0.323843416,0.518292683,0.509505703,0.42816092,0.209302326,0.872687704,0.790304397,0.421052632,0.001618123,0.042232278,0,0.067024129,0.177944862,0.631188119,0.000848688,0.000893576,0.625461255,0.000456128,0.176484249,0.244154387,0.136985557,0.249727873,0.2633202,0.401906364,0.241965623,0.624664723,0.212746506,0.260081068
54023,0,0.55505618,0.559550562,0.543181818,0.101735284,0.001024977,0.170818505,0.381097561,0.425855513,0.471264368,0.474806202,0.92491839,0.866967306,0.361842105,0.01618123,0.046757164,0,0.00536193,0.082706767,0.569306931,0.00135679,0.001545928,0.745387454,0.000786617,0.245691157,0.453672382,0.217647379,0.304536465,0.3578105,0.261719832,0.34228596,0.50483965,0.249118454,0.329303236
54025,0,0.537078652,0.53258427,0.547727273,0.083701939,0.00297605,0.339857651,0.460365854,0.585551331,0.333333333,0.253875969,0.920565832,0.87373168,0.325657895,0.006472492,0.049773756,0.013986014,0.008042895,0.095238095,0.507425743,0.004085453,0.004662956,0.749077491,0.002478662,0.215068925,0.273873368,0.193979812,0.31473163,0.3373394,0.337851287,0.253244153,0.637609329,0.215554395,0.278565938
54027,0,0.530337079,0.53258427,0.522727273,0.120108881,0.001922105,0.176156584,0.411585366,0.460076046,0.454022989,0.44379845,0.947769314,0.845546787,0.490131579,0.004854369,0.042232278,0,0,0.062656642,0.764851485,0.002859658,0.003154784,0.695571956,0.001085695,0.257153758,0.365918054,0.264311991,0.338740092,0.3877894,0.394949878,0.254838423,0.68180758,0.19531148,0.267488993
54031,0,0.521348315,0.530337079,0.509090909,0.095610752,0.001309427,0.12633452,0.524390244,0.349809886,0.33908046,0.558139535,0.897714908,0.854565953,0.309210526,0.003236246,0.101055807,0.013986014,0,0.077694236,0.492574257,0.001625131,0.001743627,0.653136531,0.00096142,0.195411642,0.299962047,0.193726101,0.234473454,0.3704698,0.435960313,0.304727936,0.698542274,0.242327282,0.306415543
54033,0,0.456179775,0.438202247,0.470454545,0.083701939,0.006385962,0.355871886,0.445121951,0.634980989,0.310344828,0.234496124,0.920565832,0.896279594,0.259868421,0.011326861,0.042232278,0,0.050938338,0.065162907,0.418316832,0.007738623,0.008960405,0.771217712,0.005840901,0.311497437,0.29042425,0.221924213,0.372698422,0.5192426,0.511435109,0.317474677,0.727813411,0.24990205,0.36529457
54035,0,0.480898876,0.46741573,0.506818182,0.091867982,0.002343334,0.322064057,0.326219512,0.66539924,0.41954023,0.257751938,0.948857454,0.891770011,0.355263158,0.003236246,0.036199095,0,0.032171582,0.040100251,0.621287129,0.003279239,0.003823393,0.782287823,0.001825879,0.272995704,0.334581938,0.210597851,0.327885692,0.3964827,0.485302115,0.212786783,0.621282799,0.208044926,0.255066741
54039,0,0.480898876,0.451685393,0.5,0.075195645,0.017762426,0.43772242,0.405487805,0.718631179,0.238505747,0.174418605,0.912948857,0.860202931,0.342105263,0.03236246,0.046757164,0.020979021,0.013404826,0.070175439,0.396039604,0.021820178,0.025660415,0.79704797,0.018409013,0.323424514,0.269830531,0.21516464,0.370460086,0.4640654,0.527707951,0.770373282,0.87638484,0.304362022,0.616080788
54041,0,0.492134831,0.483146067,0.515909091,0.100374277,0.0013042,0.193950178,0.454268293,0.669201521,0.477011494,0.275193798,0.948857454,0.908680947,0.309210526,0,0.025641026,0.027972028,0.034852547,0.052631579,0.584158416,0.001867273,0.002151085,0.763837638,0.000762035,0.262909941,0.232537417,0.265018756,0.367317215,0.4487354,0.417019792,0.808984265,0.621049563,0.232271124,1
54043,0,0.480898876,0.462921348,0.479545455,0.098332766,0.001565345,0.163701068,0.530487805,0.642585551,0.454022989,0.28875969,0.926006529,0.859075536,0.384868421,0,0.028657617,0,0.080428954,0.065162907,0.757425743,0.002473819,0.002708521,0.684501845,0.00078252,0.268881774,0.373310671,0.254217937,0.355650268,0.363793,0.47770949,0.259836272,0.704023324,0.245592269,0.317999161
54047,0,0.512359551,0.46741573,0.563636364,0.111602586,0.000915423,0.176156584,0.673780488,0.501901141,0.474137931,0.242248062,0.948857454,0.923337091,0.266447368,0.011326861,0.02413273,0,0.008042895,0.072681704,0.495049505,0.002463498,0.002064034,0.326568266,0.000583134,0.164391288,0.233577004,0.140483137,0.277691753,0.2950485,0.558345218,0.265419923,0.623673469,0.238931696,0.302100077
54051,0,0.516853933,0.494382022,0.554545455,0.088805716,0.00286301,0.225978648,0.493902439,0.577946768,0.454022989,0.275193798,0.946681175,0.924464487,0.256578947,0.008090615,0.033182504,0.020979021,0.013404826,0.052631579,0.462871287,0.003852044,0.004567515,0.8099631,0.002096279,0.258514009,0.281364994,0.23254381,0.332791635,0.3858799,0.385089726,0.32795978,0.691253644,0.239258195,0.365836187
54053,0,0.496629213,0.498876404,0.490909091,0.075876148,0.00192755,0.225978648,0.414634146,0.501901141,0.313218391,0.463178295,0.971708379,0.91319053,0.368421053,0.003236246,0.021116139,0,0.013404826,0.030075188,0.658415842,0.003146259,0.003623073,0.76199262,0.001114374,0.260637327,0.223280144,0.241623022,0.358839131,0.4226958,0.517929881,0.348499904,0.758483965,0.202951548,0.388531693
54057,0,0.48988764,0.471910112,0.513636364,0.0952705,0.002342899,0.192170819,0.429878049,0.570342205,0.390804598,0.403100775,0.953210011,0.866967306,0.444078947,0.012944984,0.028657617,0,0.021447721,0.040100251,0.569306931,0.003093464,0.00372166,0.833948339,0.001207238,0.251596636,0.373591195,0.183034015,0.331503825,0.4796491,0.423883935,0.450837177,0.731603499,0.255648426,0.38412887
54059,0,0.451685393,0.426966292,0.456818182,0.086764206,0.001505667,0.240213523,0.375,0.475285171,0.620689655,0.277131783,0.9390642,0.885005637,0.348684211,0,0.064856712,0.013986014,0,0.045112782,0.606435644,0.002980729,0.002892585,0.511070111,0.001092523,0.259360019,0.282190063,0.292945035,0.348521318,0.3183639,0.360382915,0.223004939,0.65090379,0.195899177,0.24540499
54063,0,0.573033708,0.550561798,0.593181818,0.092548486,0.001050678,0.266903915,0.31097561,0.570342205,0.393678161,0.395348837,0.947769314,0.908680947,0.305921053,0,0.028657617,0,0.002680965,0.085213033,0.660891089,0.001534228,0.001684894,0.688191882,0.000711506,0.238226366,0.306199568,0.218009822,0.326122618,0.3423871,0.273262674,0.241995284,0.692069971,0.250750947,0.262037878
54065,0,0.564044944,0.566292135,0.579545455,0.092888738,0.001567523,0.291814947,0.478658537,0.441064639,0.393678161,0.323643411,0.943416757,0.847801578,0.473684211,0,0.027149321,0,0.042895442,0.062656642,0.70049505,0.002208653,0.002440028,0.697416974,0.001048822,0.256705871,0.31473078,0.222322901,0.324129578,0.4260877,0.388024173,0.246407332,0.653469388,0.158808933,0.274355301
54067,0,0.516853933,0.505617978,0.522727273,0.082681184,0.002078487,0.197508897,0.442073171,0.642585551,0.49137931,0.282945736,0.951033732,0.949267193,0.197368421,0.006472492,0.012066365,0.006993007,0.045576408,0.055137845,0.554455446,0.003044639,0.003502461,0.760147601,0.00186958,0.265912446,0.316908962,0.192095105,0.306820795,0.4754293,0.574310251,0.666404663,0.876793003,0.414457359,0.571441051
54071,0,0.631460674,0.606741573,0.645454545,0.104457298,0.000589155,0.206405694,0.484756098,0.3878327,0.520114943,0.356589147,0.880304679,0.760992108,0.532894737,0.004854369,0.034690799,0.020979021,0.002680965,0.215538847,0.631188119,0.000897514,0.001009992,0.725092251,0.00051212,0.201184414,0.259467666,0.191225241,0.356876753,0.3652485,0.276556232,0.354928888,0.606180758,0.25244874,0.32051506
54073,0,0.503370787,0.474157303,0.536363636,0.138142225,0.000628142,0.274021352,0.50304878,0.349809886,0.439655172,0.343023256,0.951033732,0.945885006,0.210526316,0.003236246,0.025641026,0,0.013404826,0.070175439,0.547029703,0.000884414,0.001076591,0.852398524,0.000412427,0.281505565,0.108463557,0.282524782,0.375320036,0.358545,0.490319403,0.352696911,0.690553936,0.2143137,0.388619051
54077,0,0.469662921,0.44494382,0.484090909,0.120449132,0.002907442,0.225978648,0.420731707,0.551330798,0.485632184,0.315891473,0.936887922,0.85794814,0.421052632,0.004854369,0.034690799,0,0.010723861,0.090225564,0.631188119,0.003901266,0.004437989,0.743542435,0.002002048,0.223910555,0.286925958,0.193454269,0.304659114,0.368667,0.430943025,0.463465275,0.737026239,0.232793522,0.408693829
54079,0,0.447191011,0.44494382,0.445454545,0.087104457,0.005494715,0.446619217,0.265243902,0.775665399,0.261494253,0.213178295,0.949945593,0.922209696,0.273026316,0.001618123,0.012066365,0.006993007,0.008042895,0.097744361,0.5,0.006412002,0.007805154,0.854243542,0.005642882,0.41497603,0.30718965,0.283684602,0.455915495,0.5719627,0.544627192,0.608024737,0.882274052,0.305798616,0.458994339
54081,0,0.449438202,0.42247191,0.481818182,0.102756039,0.006150082,0.290035587,0.542682927,0.657794677,0.373563218,0.187984496,0.92383025,0.87373168,0.335526316,0.001618123,0.037707391,0,0.037533512,0.09273183,0.477722772,0.008459095,0.009630063,0.745387454,0.005354729,0.250534977,0.232322899,0.198764067,0.323409018,0.4167935,0.4118999,0.230664847,0.645072886,0.235862609,0.245073031
54083,0,0.485393258,0.474157303,0.515909091,0.117046614,0.00248948,0.261565836,0.573170732,0.596958175,0.347701149,0.248062016,0.922742111,0.844419391,0.421052632,0,0.052790347,0.041958042,0.010723861,0.082706767,0.403465347,0.003288369,0.003594755,0.680811808,0.00190099,0.23933779,0.199683174,0.199235244,0.334907324,0.324106,0.408544781,0.462479052,0.782099125,0.238735797,0.494391642
54085,0,0.534831461,0.541573034,0.527272727,0.093569241,0.000791711,0.161921708,0.451219512,0.524714829,0.408045977,0.432170543,0.943416757,0.904171364,0.305921053,0.001618123,0.036199095,0,0.029490617,0.05764411,0.492574257,0.001199993,0.001334595,0.706642066,0.000510755,0.236949057,0.284252735,0.29481162,0.271375351,0.3370857,0.375681028,0.33332839,0.701924198,0.216076792,0.348137536
54087,0,0.51011236,0.505617978,0.511363636,0.088805716,0.000970091,0.268683274,0.393292683,0.577946768,0.482758621,0.275193798,0.917301415,0.816234498,0.483552632,0,0.022624434,0,0.042895442,0.13283208,0.648514851,0.001698567,0.001715309,0.566420664,0.000667805,0.20143324,0.257437996,0.183269604,0.266638049,0.3735144,0.43923335,0.246081063,0.685772595,0.127922163,0.285694318
54089,0,0.561797753,0.568539326,0.55,0.052058523,0.000984466,0.298932384,0.429878049,0.505703422,0.393678161,0.315891473,0.941240479,0.874859076,0.384868421,0,0.040723982,0,0.010723861,0.07518797,0.601485149,0.001612031,0.001874202,0.776752768,0.000951861,0.179072044,0.162901602,0.190445987,0.270670121,0.3845312,0.296584345,0.228929689,0.695335277,0.231814026,0.274617374
54093,0,0.593258427,0.591011236,0.590909091,0.095610752,0.000637725,0.34341637,0.609756098,0.216730038,0.448275862,0.265503876,0.934711643,0.836527621,0.473684211,0.001618123,0.033182504,0,0.010723861,0.102756892,0.574257426,0.000848291,0.000987968,0.778597786,0.000428815,0.191330889,0.264319071,0.14399884,0.349763135,0.4458243,0.221776469,0.258946447,0.636034985,0.198249967,0.286428122
54097,0,0.449438202,0.453932584,0.440909091,0.101395032,0.002117256,0.377224199,0.405487805,0.418250951,0.390804598,0.292635659,0.898803047,0.85794814,0.305921053,0.001618123,0.060331825,0,0.058981233,0.09273183,0.522277228,0.002632998,0.002941878,0.715867159,0.001534995,0.273410414,0.290011716,0.229426795,0.322857099,0.4250461,0.348860593,0.258316155,0.67574344,0.310238997,0.306520372
54099,0,0.476404494,0.469662921,0.477272727,0.080639673,0.003069051,0.282918149,0.527439024,0.623574144,0.229885057,0.321705426,0.940152339,0.912063134,0.273026316,0.009708738,0.019607843,0.013986014,0.029490617,0.077694236,0.537128713,0.004695175,0.005199416,0.701107011,0.00197337,0.272630758,0.244038877,0.237853609,0.370920018,0.4762439,0.377958815,0.624382684,0.826530612,0.262635497,0.515287581
54101,0,0.55505618,0.548314607,0.552272727,0.093569241,0.000623568,0.117437722,0.673780488,0.36121673,0.643678161,0.261627907,0.86289445,0.82638106,0.289473684,0.001618123,0.060331825,0,0.158176944,0.080200501,0.542079208,0.001046371,0.001043554,0.549815498,0.000365995,0.116765921,0.30072111,0.16619851,0.13554203,0.2977459,0.315145235,0.291328657,0.670553936,0.27138566,0.310678594
54105,0,0.523595506,0.53258427,0.511363636,0.116366111,0.000463265,0.240213523,0.490853659,0.27756654,0.57183908,0.337209302,0.920565832,0.878241263,0.309210526,0,0.02413273,0,0,0.162907268,0.678217822,0.000720869,0.000778732,0.662361624,0.000329123,0.260023556,0.230095213,0.312299523,0.284483419,0.3181903,0.577470425,0.321338,0.760058309,0.186169518,0.355859948
54107,0,0.474157303,0.456179775,0.493181818,0.075876148,0.007863532,0.350533808,0.396341463,0.764258555,0.252873563,0.244186047,0.934711643,0.879368658,0.351973684,0.012944984,0.031674208,0.013986014,0.026809651,0.067669173,0.378712871,0.009815091,0.011838307,0.839483395,0.007127347,0.272514639,0.187439151,0.164422537,0.362273292,0.4423924,0.439931051,0.340350591,0.756559767,0.239780593,0.342476763
54109,0,0.485393258,0.460674157,0.5,0.091527731,0.001355819,0.266903915,0.399390244,0.6121673,0.522988506,0.226744186,0.92491839,0.863585118,0.371710526,0,0.02413273,0.013986014,0.080428954,0.070175439,0.665841584,0.002663563,0.002751521,0.597785978,0.000744281,0.262876765,0.216184551,0.265689277,0.316831987,0.3842507,0.392210377,0.368439396,0.687813411,0.277066736,0.392654972
55001,0,0.68988764,0.665168539,0.715909091,0.157876829,0.001579284,0.215302491,0.56097561,0.486692015,0.347701149,0.36627907,0.912948857,0.855693348,0.358552632,0.003236246,0.02413273,0,0.040214477,0.13283208,0.594059406,0.002623471,0.003085564,0.79704797,0.001286446,0.160559362,0.237372321,0.116833693,0.316065433,0.3995807,0.359059335,0.325609159,0.734985423,0.175264464,0.390768048
55003,0,0.451685393,0.435955056,0.461363636,0.101735284,0.001585383,0.298932384,0.56402439,0.501901141,0.307471264,0.290697674,0.843307943,0.798196167,0.315789474,0.011326861,0.123680241,0.041958042,0.016085791,0.122807018,0.309405941,0.001821226,0.002214012,0.850553506,0.001428474,0.219796626,0.304318411,0.161196789,0.310929523,0.3224234,0.433579923,0.255453885,0.71148688,0.264986287,0.278041792
55005,0,0.507865169,0.471910112,0.529545455,0.104117047,0.004704528,0.254448399,0.381097561,0.456273764,0.347701149,0.451550388,0.867247008,0.835400225,0.276315789,0.003236246,0.07239819,0.020979021,0.029490617,0.162907268,0.371287129,0.0052263,0.006309044,0.839483395,0.003210652,0.270789443,0.309087309,0.22098186,0.393824643,0.4050023,0.411438187,0.25920598,0.734752187,0.231487528,0.295670557
55009,0,0.343820225,0.334831461,0.35,0.094249745,0.028416005,0.368327402,0.353658537,0.646387833,0.229885057,0.32751938,0.914036997,0.892897407,0.25,0.011326861,0.036199095,0.027972028,0.037533512,0.09273183,0.351485149,0.027282666,0.033525875,0.870848708,0.025794469,0.363319676,0.357155823,0.274532901,0.434574639,0.511404,0.520382094,0.80255528,0.834985423,0.248073658,0.710252289
55011,0,0.537078652,0.550561798,0.522727273,0.110922082,0.001456226,0.307829181,0.280487805,0.460076046,0.431034483,0.399224806,0.872687704,0.811724915,0.361842105,0.003236246,0.049773756,0,0.032171582,0.19047619,0.497524752,0.001597741,0.001975935,0.880073801,0.00084534,0.322595093,0.336512599,0.283992679,0.45327855,0.4054696,0.451935606,0.252754749,0.671195335,0.166318401,0.267733594
55013,0,0.676404494,0.676404494,0.677272727,0.115005104,0.001372808,0.268683274,0.518292683,0.486692015,0.390804598,0.304263566,0.890097933,0.839909808,0.328947368,0.001618123,0.042232278,0.020979021,0.024128686,0.170426065,0.554455446,0.001935549,0.002400698,0.885608856,0.001276886,0.226149993,0.241629676,0.164893713,0.368313735,0.3961889,0.398448642,0.283779976,0.685364431,0.189891602,0.292036481
55015,0,0.402247191,0.393258427,0.409090909,0.102075536,0.005848644,0.380782918,0.228658537,0.631178707,0.247126437,0.389534884,0.936887922,0.927846674,0.217105263,0.003236246,0.013574661,0.034965035,0.013404826,0.107769424,0.378712871,0.005789578,0.007271316,0.907749077,0.005382042,0.441185741,0.464002244,0.384244577,0.498811842,0.5838474,0.529134133,0.218259206,0.640932945,0.17369727,0.256883779
55017,0,0.438202247,0.417977528,0.456818182,0.127254168,0.006697637,0.274021352,0.384146341,0.543726236,0.32183908,0.401162791,0.903155604,0.877113867,0.263157895,0.001618123,0.034690799,0.013986014,0.032171582,0.145363409,0.413366337,0.007257515,0.009053748,0.896678967,0.004655514,0.290114958,0.253791192,0.269422446,0.388550754,0.459178,0.426510573,0.171291284,0.646239067,0.193483087,0.197096233
55019,0,0.35505618,0.348314607,0.361363636,0.10854032,0.003340433,0.268683274,0.298780488,0.342205323,0.41091954,0.501937984,0.801958651,0.770011274,0.273026316,0.001618123,0.069381599,0.083916084,0.050938338,0.278195489,0.398514851,0.00352932,0.004055177,0.758302583,0.001412086,0.27029179,0.404052738,0.27261195,0.383706134,0.4043079,0.412874629,0.133955716,0.612886297,0.300901136,0.205692222
55021,0,0.465168539,0.460674157,0.463636364,0.110922082,0.006387704,0.34519573,0.320121951,0.604562738,0.333333333,0.325581395,0.919477693,0.875986471,0.315789474,0.003236246,0.037707391,0.013986014,0.029490617,0.105263158,0.502475248,0.00669384,0.008357871,0.898523985,0.005199044,0.399067731,0.36479596,0.334662293,0.495576985,0.5173063,0.46453526,0.114572365,0.574227405,0.259109312,0.14434971
55029,0,0.68988764,0.665168539,0.702272727,0.090166723,0.002804857,0.348754448,0.384146341,0.608365019,0.293103448,0.30620155,0.89336235,0.863585118,0.276315789,0.006472492,0.052790347,0.020979021,0.029490617,0.127819549,0.324257426,0.003494785,0.004414391,0.918819188,0.003314442,0.269943433,0.345109817,0.239085917,0.37038343,0.3782282,0.397084022,0.15610494,0.665072886,0.185516521,0.228125655
55031,0,0.438202247,0.424719101,0.445454545,0.097652263,0.004598241,0.3113879,0.49695122,0.585551331,0.293103448,0.28875969,0.898803047,0.852311161,0.322368421,0.022653722,0.046757164,0.034965035,0.032171582,0.09273183,0.415841584,0.005052831,0.006319532,0.900369004,0.003916695,0.307167858,0.255903368,0.296913793,0.370460086,0.4499239,0.490493828,0.196354684,0.684664723,0.190740499,0.214235796
55033,0,0.292134831,0.285393258,0.3,0.104457298,0.004828458,0.318505338,0.399390244,0.577946768,0.281609195,0.354651163,0.843307943,0.811724915,0.273026316,0.001618123,0.110105581,0.041958042,0.024128686,0.157894737,0.438118812,0.004220815,0.005318979,0.913284133,0.003735063,0.332913093,0.279054801,0.275312155,0.399098533,0.4402024,0.441141767,0.191779501,0.683906706,0.145095991,0.252114054
55035,0,0.280898876,0.280898876,0.279545455,0.087444709,0.011840819,0.37544484,0.399390244,0.707224335,0.192528736,0.284883721,0.874863983,0.843291995,0.276315789,0.01618123,0.060331825,0.048951049,0.021447721,0.140350877,0.331683168,0.009697195,0.012105226,0.898523985,0.010347559,0.318083042,0.288823617,0.216850003,0.382694283,0.4402291,0.455465151,0.093765294,0.494110787,0.119824997,0.139038367
55037,0,0.687640449,0.701123596,0.670454545,0.128955427,0.000407726,0.256227758,0.448170732,0.513307985,0.379310345,0.356589147,0.952121872,0.987598647,0.088815789,0.004854369,0.004524887,0,0.024128686,0.090225564,0.356435644,0.000624409,0.000762476,0.856088561,0.000275862,0.204352803,0.257437996,0.152751853,0.303662594,0.5585023,0.34233504,0.11437957,0.51941691,0.067324017,0.178628835
55041,0,0.55505618,0.559550562,0.554545455,0.104117047,0.000761654,0.266903915,0.469512195,0.437262357,0.433908046,0.333333333,0.891186072,0.81848929,0.398026316,0.001618123,0.055806938,0.013986014,0.024128686,0.145363409,0.398514851,0.001055104,0.001221325,0.769372694,0.000438375,0.211817594,0.229303147,0.172323807,0.317613872,0.3735545,0.385746386,0.261400881,0.825014577,0.197009273,0.339087288
55043,0,0.325842697,0.274157303,0.384090909,0.126573665,0.005590766,0.302491103,0.384146341,0.566539924,0.359195402,0.333333333,0.847660501,0.816234498,0.273026316,0.004854369,0.108597285,0.041958042,0.032171582,0.135338346,0.378712871,0.005098877,0.006375118,0.900369004,0.003212018,0.279083655,0.318509596,0.240137004,0.368405722,0.4185161,0.426089901,0.264619081,0.666763848,0.172456576,0.328482074
55045,0,0.474157303,0.460674157,0.479545455,0.092548486,0.004275676,0.355871886,0.295731707,0.581749049,0.32183908,0.346899225,0.89336235,0.848928974,0.315789474,0.001618123,0.057315234,0.020979021,0.024128686,0.137844612,0.448019802,0.004395077,0.005445883,0.885608856,0.003209286,0.34357945,0.429712381,0.265290589,0.448295951,0.4806906,0.491006844,0.160094321,0.604548105,0.174742066,0.20073031
55047,0,0.537078652,0.525842697,0.554545455,0.105818306,0.001903156,0.215302491,0.338414634,0.494296578,0.350574713,0.5,0.885745375,0.846674183,0.299342105,0.004854369,0.066365008,0.013986014,0.037533512,0.120300752,0.46039604,0.002213814,0.002669715,0.837638376,0.001192216,0.273957832,0.417765383,0.221724869,0.397120824,0.3871618,0.459651355,0.34047665,0.734752187,0.187083714,0.322209798
55049,0,0.480898876,0.474157303,0.481818182,0.102415788,0.002628002,0.348754448,0.31097561,0.596958175,0.385057471,0.298449612,0.880304679,0.836527621,0.3125,0.004854369,0.055806938,0.027972028,0.042895442,0.142857143,0.514851485,0.002865216,0.003608914,0.913284133,0.002361215,0.335218884,0.356578274,0.280350121,0.422555077,0.4434607,0.434677775,0.152753266,0.628979592,0.172391276,0.197445664
55051,0,0.712359551,0.71011236,0.715909091,0.109561075,0.00054015,0.222419929,0.533536585,0.547528517,0.422413793,0.290697674,0.881392818,0.782412627,0.476973684,0.006472492,0.042232278,0.013986014,0.034852547,0.172932331,0.428217822,0.000758183,0.000950735,0.902214022,0.000443837,0.214936218,0.236811274,0.13243689,0.312922563,0.4423657,0.424222525,0.303927094,0.588921283,0.208763223,0.299357048
55061,0,0.501123596,0.496629213,0.511363636,0.109901327,0.002224414,0.309608541,0.243902439,0.482889734,0.439655172,0.401162791,0.89445049,0.862457723,0.279605263,0.009708738,0.060331825,0,0.021447721,0.125313283,0.440594059,0.002407924,0.003001135,0.894833948,0.001369751,0.349766933,0.369894886,0.305811783,0.4576939,0.4818524,0.447790444,0.27119637,0.697317784,0.151430064,0.350531134
55065,0,0.449438202,0.429213483,0.454545455,0.110241579,0.00186112,0.31316726,0.24695122,0.52851711,0.445402299,0.370155039,0.843307943,0.807215333,0.286184211,0.004854369,0.073906486,0.020979021,0.024128686,0.218045113,0.487623762,0.001922449,0.002366088,0.872693727,0.001091157,0.294245476,0.383706539,0.252478208,0.407975225,0.4477472,0.439376994,0.144626199,0.553527697,0.153193157,0.191295688
55067,0,0.588764045,0.575280899,0.606818182,0.103096291,0.001903156,0.256227758,0.344512195,0.634980989,0.387931034,0.356589147,0.892274211,0.863585118,0.269736842,0.004854369,0.067873303,0.027972028,0.034852547,0.102756892,0.403465347,0.002396413,0.002925622,0.857933579,0.001376579,0.258596951,0.28395571,0.240426959,0.360878164,0.3654889,0.412382135,0.23629299,0.69516035,0.141112707,0.260919701
55071,0,0.514606742,0.494382022,0.536363636,0.095951004,0.008810101,0.24911032,0.368902439,0.509505703,0.272988506,0.488372093,0.921653972,0.898534386,0.256578947,0.004854369,0.040723982,0.034965035,0.026809651,0.082706767,0.339108911,0.009737288,0.01193165,0.865313653,0.00670536,0.332863328,0.32921899,0.294141099,0.432750241,0.4647598,0.508757169,0.399509113,0.780174927,0.160963824,0.451167098
55073,0,0.431460674,0.415730337,0.438636364,0.102756039,0.015083241,0.355871886,0.289634146,0.634980989,0.252873563,0.372093023,0.904243743,0.871476888,0.286184211,0.008090615,0.034690799,0.048951049,0.026809651,0.125313283,0.361386139,0.015257334,0.018695872,0.865313653,0.011737794,0.340858949,0.334680946,0.286421051,0.416575958,0.4643458,0.550178016,0.112266236,0.633819242,0.101998172,0.174697743
55077,0,0.620224719,0.615730337,0.622727273,0.109901327,0.001466462,0.174377224,0.426829268,0.486692015,0.387931034,0.467054264,0.900979325,0.843291995,0.355263158,0.009708738,0.049773756,0.006993007,0.042895442,0.105263158,0.591584158,0.001957778,0.002370283,0.84501845,0.000935473,0.26808553,0.26550717,0.254018593,0.392674813,0.4544374,0.427536604,0.179047591,0.607813411,0.149471072,0.225155497
55078,0,0.208988764,0.137078652,0.259090909,0.091867982,0.00030819,0.170818505,0.923780488,0.44486692,0.272988506,0.255813953,0.870511425,0.793686584,0.407894737,0.045307443,0.031674208,0,0,0.192982456,0.27970297,0.000412039,0.000486118,0.79704797,0.000245818,0.193752799,0.278064718,0.164658125,0.25866589,0.4046551,0.307357664,0.158099631,0.734402332,0.128901659,0.24093228
