FIPS,LISA_CL,Percent,Normalized Median Age,Normalized Male Median Age,Normalized Median Female Age,Normalized Sex Ratio (males per 100 females),Normalized Workers 16 years and over,"Normalized Management, business, science, and arts occupations; Estimate; Civilian employed population 16 years and over",Normalized Service occupations; Estimate; Civilian employed population 16 years and over,Normalized Sales and office occupations; Estimate; Civilian employed population 16 years and over,Normalized Natural resources construction and maintenance occupations; Estimate; Civilian employed population 16 years and over,"Normalized Production, transportation, and material moving occupations; Estimate; Civilian employed population 16 years and over","Normalized Cars, truck, or Van to work","Normalized car, truck, or van drove alone","Normalized car, truck, or van carpool",Normalized public transportation to work,Normalized walked to work,Normalized biked to work,"Normalized taxi, motorcycle, or other",Normalized worked at home,Normalized mean travel time to work (minutes),Normalized Total; Estimate; Population 45 to 64 years,Normalized Total; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - Bachelor's degree or higher,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_5 years and over with earnings - Less than high school graduate,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ver with earnings - High school graduate (includes equivalency),Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ars and over with earnings - Some college or associate's degree,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ Population 25 years and over with earnings - Bachelor's degree,Normlized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS_ years and over with earnings - Graduate or professional degree,Normalized Household Mean Income,Normalized Social Security Income,Normalized Cash public assistance income,Normalized per capita income per household
1001,0,2.692307692,0.366292135,0.350561798,0.377272727,0.083361688,0.005284536,0.364768683,0.384146341,0.631178707,0.227011494,0.323643411,0.963003264,0.926719278,0.302631579,0.001618123,0.007541478,0.006993007,0.037533512,0.052631579,0.524752475,0.00572408,0.006670879,0.782287823,0.005069307,0.347660203,0.289896206,0.234011707,0.446011621,0.5158641,0.469932179,0.190963829,0.65877551,0.187606112,0.242504717
1003,0,2.127659574,0.46741573,0.449438202,0.481818182,0.083021436,0.018790017,0.371886121,0.37195122,0.730038023,0.301724138,0.220930233,0.92383025,0.901916573,0.25,0.003236246,0.016591252,0.020979021,0.026809651,0.127819549,0.551980198,0.021916241,0.02646327,0.841328413,0.022309321,0.282600401,0.26095279,0.191007774,0.355282322,0.5038726,0.445245888,0.247430631,0.724023324,0.160963824,0.272835278
1005,0,0,0.386516854,0.364044944,0.440909091,0.15039129,0.001904463,0.238434164,0.323170732,0.55513308,0.33908046,0.46124031,0.947769314,0.88162345,0.384868421,0.006472492,0.031674208,0,0.045576408,0.032581454,0.465346535,0.002780268,0.002959183,0.642066421,0.001306931,0.19363668,0.308097226,0.118990232,0.314547657,0.4109313,0.428849923,0.281785285,0.656268222,0.10467546,0.294954225
1007,0,0,0.420224719,0.375280899,0.45,0.150731541,0.001794908,0.142348754,0.390243902,0.437262357,0.477011494,0.488372093,0.967355822,0.907553551,0.368421053,0.008090615,0.007541478,0,0.037533512,0.030075188,0.599009901,0.002459529,0.002772497,0.728782288,0.001110277,0.253769719,0.187587664,0.277051884,0.360908826,0.2486179,0.395709141,0.301257619,0.737376093,0.209808019,0.328167587
1009,1,0,0.433707865,0.424719101,0.445454545,0.092548486,0.004641584,0.284697509,0.234756098,0.6121673,0.41954023,0.38372093,0.967355822,0.918827508,0.332236842,0.003236246,0.013574661,0,0.010723861,0.055137845,0.747524752,0.0061516,0.006593268,0.651291513,0.002694435,0.343596039,0.339944885,0.262101086,0.488218069,0.4976631,0.42233463,0.197600439,0.682565598,0.240760089,0.277954434
1011,0,1.578192253,0.397752809,0.375280899,0.447727273,0.161279347,0.000898652,0.074733096,0.384146341,0.452471483,0.451149425,0.57751938,0.885745375,0.809470124,0.404605263,0.006472492,0.084464555,0,0.072386059,0.065162907,0.532178218,0.001121793,0.000918747,0.302583026,0.000368727,0.174941526,0.33233775,0.16860876,0.275468748,0.4165799,0.432414352,0.140444023,0.622798834,0.134843934,0.184167307
1013,0,0,0.397752809,0.415730337,0.431818182,0.059884314,0.001666623,0.263345196,0.37195122,0.475285171,0.316091954,0.457364341,0.968443961,0.907553551,0.371710526,0,0.012066365,0,0.016085791,0.055137845,0.452970297,0.002126881,0.002394406,0.726937269,0.001070673,0.212016655,0.264962624,0.138707164,0.323592991,0.4346073,0.429834912,0.115899687,0.490728863,0.102847068,0.139125725
1015,0,0,0.395505618,0.37752809,0.409090909,0.074174889,0.009966195,0.266903915,0.384146341,0.615969582,0.298850575,0.387596899,0.948857454,0.906426156,0.315789474,0.003236246,0.021116139,0,0.029490617,0.065162907,0.487623762,0.012450867,0.013692057,0.6900369,0.00724889,0.236020105,0.210508077,0.189612367,0.357152713,0.3982186,0.406718447,0.17954441,0.667346939,0.220517174,0.169508701
1017,0,1.780626781,0.485393258,0.456179775,0.486363636,0.071793127,0.003007196,0.174377224,0.265243902,0.669201521,0.336206897,0.511627907,0.970620239,0.940248027,0.282894737,0.003236246,0.010558069,0,0.008042895,0.055137845,0.485148515,0.003788531,0.004081922,0.660516605,0.001293274,0.236932469,0.300787116,0.185661731,0.372391801,0.4764308,0.414947211,0.201752955,0.622973761,0.249379653,0.206688098
1019,0,3.260869565,0.543820225,0.537078652,0.545454545,0.095610752,0.002159074,0.314946619,0.332317073,0.384030418,0.364942529,0.441860465,0.971708379,0.901916573,0.398026316,0.008090615,0.009049774,0,0.008042895,0.047619048,0.561881188,0.003127603,0.003409642,0.677121771,0.001589621,0.275600086,0.292057887,0.238342908,0.378263602,0.4594984,0.438053415,0.242054606,0.700699708,0.115776414,0.31511636
1021,0,0,0.386516854,0.379775281,0.386363636,0.088465464,0.003760356,0.231316726,0.335365854,0.6121673,0.448275862,0.358527132,0.958650707,0.882750846,0.414473684,0.001618123,0.012066365,0,0.045576408,0.045112782,0.670792079,0.004489156,0.004945607,0.693726937,0.002559235,0.27440572,0.379201663,0.226110437,0.435831787,0.4499506,0.402799011,0.198645983,0.709504373,0.191328196,0.205237962
1023,0,0,0.530337079,0.514606742,0.570454545,0.070091868,0.00089386,0.215302491,0.31097561,0.460076046,0.517241379,0.42248062,0.951033732,0.900789177,0.335526316,0,0.030165913,0,0.048257373,0.035087719,0.665841584,0.001532243,0.001675979,0.682656827,0.000695118,0.258066121,0.287848535,0.241550534,0.309473071,0.4110114,0.256507598,0.085074671,0.416676385,0.064124331,0.150656929
1025,0,0,0.460674157,0.435955056,0.461363636,0.063286832,0.001736319,0.144128114,0.274390244,0.642585551,0.362068966,0.536821705,0.951033732,0.88951522,0.371710526,0.003236246,0.019607843,0.006993007,0.069705094,0.025062657,0.487623762,0.002720327,0.002941354,0.664206642,0.00125367,0.286780684,0.274879952,0.258005473,0.488448035,0.3760783,0.445471615,0.126421866,0.531020408,0.157633538,0.169910546
1027,0,0,0.498876404,0.507865169,0.493181818,0.078598163,0.001163717,0.120996441,0.286585366,0.479087452,0.416666667,0.598837209,0.964091404,0.935738444,0.276315789,0.001618123,0.028657617,0,0.013404826,0.037593985,0.638613861,0.001517953,0.001438426,0.479704797,0.000645954,0.18479505,0.285193314,0.215092151,0.302574087,0.3702561,0.433713307,0.192120601,0.558075802,0.193025989,0.226168845
1029,0,0,0.449438202,0.438202247,0.445454545,0.092548486,0.001205753,0.222419929,0.195121951,0.623574144,0.548850575,0.38372093,0.9695321,0.87373168,0.470394737,0,0.006033183,0,0.024128686,0.05764411,0.715346535,0.001605283,0.001571099,0.522140221,0.000681461,0.268732478,0.319714196,0.220003262,0.427890291,0.4027989,0.405292265,0.153635676,0.626530612,0.138370119,0.213956251
1031,1,1.949025487,0.4,0.382022472,0.402272727,0.091527731,0.004780977,0.323843416,0.396341463,0.577946768,0.347701149,0.300387597,0.95429815,0.914317926,0.305921053,0,0.015082956,0.006993007,0.029490617,0.070175439,0.400990099,0.005254086,0.005911025,0.725092251,0.004271765,0.269329662,0.319318163,0.14191479,0.369187606,0.4432337,0.461036496,0.13534236,0.719067055,0.219407078,0.189286463
1033,0,0,0.469662921,0.449438202,0.488636364,0.076896904,0.004702133,0.25088968,0.356707317,0.676806084,0.304597701,0.389534884,0.973884657,0.957158963,0.243421053,0.001618123,0.012066365,0,0.016085791,0.040100251,0.462871287,0.006021796,0.006856517,0.745387454,0.003922158,0.273128411,0.329846042,0.214204164,0.364404311,0.488142,0.41121246,0.17293746,0.653644315,0.246245266,0.231637431
1035,0,1.968503937,0.505617978,0.505617978,0.5,0.066349098,0.000808918,0.078291815,0.43902439,0.577946768,0.33045977,0.55620155,0.978237214,0.998872604,0.138157895,0,0.009049774,0.027972028,0.002680965,0.037593985,0.589108911,0.001415142,0.001484573,0.619926199,0.00038648,0.209462037,0.35197439,0.17908338,0.282475049,0.4783805,0.492822917,0.258434798,0.384431487,0.172783074,0.276364526
1037,0,0,0.525842697,0.559550562,0.497727273,0.08948622,0.000782128,0.078291815,0.554878049,0.482889734,0.327586207,0.532945736,0.9390642,0.878241263,0.365131579,0.008090615,0.031674208,0,0.013404826,0.080200501,0.601485149,0.001328209,0.001328827,0.553505535,0.000421987,0.195892706,0.227620006,0.167122742,0.37694513,0.2402852,0.645260253,0.19925403,0.612653061,0.14992817,0.222919142
1039,0,0,0.480898876,0.456179775,0.509090909,0.076556652,0.003086476,0.259786477,0.31097561,0.558935361,0.456896552,0.364341085,0.955386289,0.908680947,0.332236842,0.003236246,0.015082956,0.013986014,0.040214477,0.045112782,0.52970297,0.004105698,0.004530807,0.695571956,0.002070331,0.2433356,0.270771109,0.206882804,0.331611143,0.4609406,0.446395042,0.138441917,0.566588921,0.177158156,0.200695367
1041,0,0,0.451685393,0.420224719,0.488636364,0.090847227,0.001200308,0.225978648,0.225609756,0.619771863,0.399425287,0.463178295,0.947769314,0.875986471,0.401315789,0.001618123,0.02413273,0,0.016085791,0.080200501,0.576732673,0.001533831,0.001629832,0.638376384,0.000677364,0.252724649,0.294318576,0.241641145,0.333972128,0.4153246,0.412443697,0.150232096,0.607813411,0.037220844,0.196676917
1043,0,0,0.426966292,0.413483146,0.445454545,0.091527731,0.006919577,0.268683274,0.317073171,0.619771863,0.396551724,0.358527132,0.957562568,0.919954904,0.302631579,0.001618123,0.019607843,0.006993007,0.021447721,0.05764411,0.534653465,0.008742123,0.009749626,0.712177122,0.004592694,0.264618549,0.301859705,0.204309454,0.386680362,0.4429399,0.431014847,0.156230999,0.593702624,0.14757738,0.206670627
1045,0,0,0.346067416,0.321348315,0.379545455,0.089145968,0.004461897,0.256227758,0.347560976,0.673003802,0.399425287,0.32751938,0.930359086,0.930101466,0.190789474,0.001618123,0.039215686,0.013986014,0.050938338,0.060150376,0.383663366,0.004948829,0.005678716,0.756457565,0.002723114,0.263407594,0.288015049,0.183976369,0.371487268,0.4829741,0.422190985,0.13820463,0.599650146,0.198054068,0.183538333
1047,0,1.877470356,0.391011236,0.35505618,0.402272727,0.050697516,0.003014383,0.236654804,0.43597561,0.482889734,0.264367816,0.476744186,0.948857454,0.895152198,0.348684211,0.004854369,0.030165913,0.020979021,0.040214477,0.032581454,0.433168317,0.004423261,0.004634114,0.618081181,0.002138614,0.174211635,0.256909952,0.136061325,0.300581048,0.3595332,0.384125258,0.294554272,0.520874636,0.143332898,0.288978964
1049,0,0,0.4,0.393258427,0.395454545,0.092548486,0.006012649,0.153024911,0.353658537,0.536121673,0.341954023,0.542635659,0.968443961,0.9210823,0.332236842,0,0.010558069,0,0.024128686,0.047619048,0.448019802,0.007344844,0.00738144,0.55904059,0.003237965,0.199591925,0.269153974,0.204925608,0.345485765,0.4083273,0.424448252,0.251494164,0.603906706,0.248334857,0.280225732
1051,0,0,0.37752809,0.357303371,0.386363636,0.080639673,0.007117995,0.362989324,0.289634146,0.669201521,0.298850575,0.315891473,0.968443961,0.917700113,0.342105263,0.003236246,0.006033183,0.006993007,0.024128686,0.052631579,0.584158416,0.008537692,0.010047484,0.798892989,0.006869239,0.354345338,0.224220722,0.238705351,0.447728701,0.5175066,0.485743308,0.190860016,0.686239067,0.163445214,0.245160389
1053,0,1.262626263,0.413483146,0.402247191,0.420454545,0.115685607,0.002547851,0.185053381,0.509146341,0.623574144,0.318965517,0.379844961,0.977149075,0.977452086,0.194078947,0.004854369,0.016591252,0,0.013404826,0.022556391,0.45049505,0.004004871,0.004377158,0.680811808,0.00168112,0.240930279,0.228065543,0.194197278,0.345945697,0.3560612,0.488595672,0.49212505,0.665422741,0.222149667,0.573065903
1055,0,2.628285357,0.435955056,0.417977528,0.452272727,0.077577407,0.008822515,0.272241993,0.423780488,0.513307985,0.278735632,0.424418605,0.943416757,0.910935738,0.286184211,0.004854369,0.009049774,0.006993007,0.016085791,0.110275689,0.47029703,0.011277867,0.012652698,0.721402214,0.006693069,0.245492096,0.288279071,0.17850347,0.356355497,0.4232166,0.419112894,0.180701182,0.625830904,0.093574507,0.257792299
1057,0,1.915708812,0.496629213,0.462921348,0.513636364,0.092548486,0.001310734,0.240213523,0.335365854,0.467680608,0.344827586,0.492248062,0.971708379,0.903043968,0.394736842,0,0.013574661,0,0.008042895,0.047619048,0.596534653,0.001861318,0.001984326,0.643911439,0.000996927,0.244413848,0.28837808,0.208966855,0.363484447,0.4908928,0.297959226,0.208070711,0.699533528,0.359279091,0.249685513
1059,0,1.223902088,0.395505618,0.348314607,0.422727273,0.089145968,0.00264804,0.170818505,0.268292683,0.482889734,0.408045977,0.558139535,0.933623504,0.868094701,0.381578947,0.003236246,0.004524887,0,0.115281501,0.050125313,0.599009901,0.003158168,0.003424325,0.669741697,0.001331512,0.198497089,0.311298493,0.201989815,0.287687614,0.3574633,0.428172742,0.212979579,0.51090379,0.177223456,0.251764624
1061,0,0,0.460674157,0.460674157,0.477272727,0.083701939,0.002191308,0.199288256,0.399390244,0.479087452,0.545977011,0.354651163,0.935799782,0.887260428,0.332236842,0,0.012066365,0.006993007,0.061662198,0.085213033,0.554455446,0.002896972,0.003160553,0.67896679,0.001167634,0.222865484,0.23436907,0.173972925,0.375013415,0.4287183,0.419523306,0.063474173,0.572361516,0.157764137,0.117373681
1063,0,0,0.44494382,0.352808989,0.520454545,0.068390609,0.000498985,0.12455516,0.527439024,0.589353612,0.244252874,0.503875969,0.914036997,0.891770011,0.253289474,0.01618123,0.019607843,0,0.058981233,0.102756892,0.650990099,0.000975714,0.001085506,0.708487085,0.000346876,0.11024667,0.186531575,0.098040992,0.225811397,0.376292,0.297138401,0.098859541,0.55516035,0.29757085,0.153644559
1065,0,0,0.408988764,0.370786517,0.452272727,0.060224566,0.001065924,0.231316726,0.353658537,0.684410646,0.33045977,0.391472868,0.965179543,0.96054115,0.210526316,0,0.009049774,0.013986014,0.034852547,0.045112782,0.603960396,0.001687453,0.001826482,0.666051661,0.000587231,0.202611018,0.211547664,0.181547997,0.362917197,0.5375103,0.429886213,0.165715048,0.586239067,0.28105002,0.217555385
1067,0,0,0.487640449,0.456179775,0.529545455,0.076556652,0.001506974,0.334519573,0.399390244,0.467680608,0.318965517,0.36627907,0.929270947,0.917700113,0.223684211,0.001618123,0.016591252,0,0.085790885,0.067669173,0.514851485,0.001887914,0.002034144,0.660516605,0.000942301,0.260388501,0.225375819,0.177470506,0.370751376,0.4964613,0.448601008,0.149253289,0.499241983,0.11669061,0.195139423
1069,1,3.113553114,0.4,0.375280899,0.420454545,0.071793127,0.009437807,0.318505338,0.408536585,0.718631179,0.290229885,0.269379845,0.961915125,0.951521984,0.226973684,0.003236246,0.012066365,0.006993007,0.024128686,0.055137845,0.413366337,0.010890043,0.012413048,0.747232472,0.007960396,0.259924025,0.256068382,0.179210235,0.363269812,0.4615282,0.471419923,0.237501668,0.705947522,0.083583649,0.294028234
1071,0,0,0.478651685,0.456179775,0.497727273,0.085403198,0.004494785,0.202846975,0.274390244,0.52851711,0.33908046,0.546511628,0.960826986,0.942502818,0.246710526,0.001618123,0.015082956,0,0.021447721,0.060150376,0.507425743,0.005947566,0.006405009,0.658671587,0.002811881,0.205563758,0.312189568,0.207861402,0.318043142,0.4825468,0.4098581,0.171061413,0.628221574,0.151691263,0.205377734
1073,0,0,0.359550562,0.33258427,0.379545455,0.064647839,0.063759863,0.450177936,0.368902439,0.680608365,0.212643678,0.224806202,0.945593036,0.904171364,0.309210526,0.014563107,0.019607843,0.013986014,0.021447721,0.065162907,0.462871287,0.068852905,0.082136611,0.82103321,0.070406282,0.344773817,0.252289566,0.201246806,0.373403652,0.5262399,0.511065738,0.196680953,0.565947522,0.144508293,0.236704172
1075,0,0.899280576,0.512359551,0.521348315,0.506818182,0.078257911,0.001100773,0.240213523,0.295731707,0.448669202,0.413793103,0.480620155,0.983677911,0.895152198,0.453947368,0.009708738,0.004524887,0,0.013404826,0.01754386,0.571782178,0.001571939,0.001689089,0.65498155,0.000609082,0.256739047,0.377799046,0.272394484,0.298664663,0.4616884,0.431743328,0.312083822,0.688804665,0.130077054,0.343909428
1077,0,1.902173913,0.44494382,0.415730337,0.461363636,0.070091868,0.008421541,0.293594306,0.420731707,0.63878327,0.316091954,0.310077519,0.960826986,0.934611048,0.269736842,0.003236246,0.025641026,0.020979021,0.013404826,0.042606516,0.49009901,0.009838511,0.011089989,0.728782288,0.007515193,0.27840353,0.318031056,0.219332741,0.369647539,0.4198248,0.413346603,0.197934123,0.658425656,0.200143659,0.211842197
1079,0,1.176965111,0.465168539,0.458426966,0.461363636,0.081320177,0.00269857,0.204626335,0.292682927,0.380228137,0.448275862,0.534883721,0.972796518,0.934611048,0.309210526,0.004854369,0.010558069,0,0.010723861,0.042606516,0.569306931,0.003907618,0.00406986,0.608856089,0.001193581,0.343197916,0.31281662,0.336365778,0.468808929,0.5034185,0.448426582,0.336338964,0.758542274,0.162204519,0.329617723
1081,0,0,0.202247191,0.186516854,0.213636364,0.090847227,0.015281441,0.482206406,0.356707317,0.585551331,0.215517241,0.242248062,0.92383025,0.90529876,0.243421053,0.014563107,0.031674208,0.020979021,0.021447721,0.09273183,0.425742574,0.013238027,0.015698932,0.811808118,0.015229771,0.344359106,0.246299566,0.211105272,0.388382112,0.4351014,0.48614346,0.099919916,0.478309038,0.141243307,0.145450416
1083,1,3.505154639,0.393258427,0.382022472,0.409090909,0.099353522,0.008264724,0.368327402,0.323170732,0.547528517,0.362068966,0.30620155,0.964091404,0.93686584,0.273026316,0.001618123,0.007541478,0,0.016085791,0.067669173,0.512376238,0.009898451,0.011069538,0.715867159,0.008390577,0.338685865,0.284533259,0.223337743,0.425253346,0.5382448,0.533546064,0.164402557,0.611020408,0.090636019,0.233506884
1085,0,1.722652885,0.424719101,0.391011236,0.470454545,0.069751616,0.000729855,0.158362989,0.344512195,0.482889734,0.318965517,0.585271318,0.967355822,0.892897407,0.411184211,0.006472492,0.003016591,0,0.018766756,0.060150376,0.631188119,0.00117816,0.001237057,0.621771218,0.000441106,0.215284574,0.21233973,0.216813758,0.343569381,0.4174211,0.421954998,0.311275564,0.667638484,0.171060405,0.170469634
1087,0,0,0.375280899,0.337078652,0.386363636,0.049676761,0.001597797,0.279359431,0.576219512,0.482889734,0.221264368,0.370155039,0.892274211,0.827508455,0.375,0.014563107,0.098039216,0.013986014,0.037533512,0.037593985,0.418316832,0.002029627,0.002270648,0.717712177,0.001341072,0.20911368,0.301760697,0.17609322,0.318058473,0.3102716,0.477771052,0.145389966,0.614227405,0.228222541,0.16421483
1089,0,1.688182721,0.373033708,0.352808989,0.388636364,0.084042191,0.036028847,0.583629893,0.31402439,0.55513308,0.183908046,0.197674419,0.946681175,0.934611048,0.226973684,0.003236246,0.013574661,0.006993007,0.034852547,0.077694236,0.400990099,0.038845149,0.047600744,0.867158672,0.057091157,0.416784168,0.248197224,0.194197278,0.383537492,0.6219988,0.714209495,0.122736508,0.552944606,0.172359545,0.194126074
1091,0,1.375515818,0.465168539,0.442696629,0.475,0.060564818,0.001418982,0.238434164,0.417682927,0.494296578,0.362068966,0.420542636,0.932535365,0.907553551,0.263157895,0.008090615,0.021116139,0,0.058981233,0.070175439,0.507425743,0.00214911,0.002416955,0.725092251,0.001300102,0.249904617,0.446923318,0.178449104,0.316249406,0.4739337,0.432112699,0.292752377,0.692653061,0.129162858,0.384181285
1093,0,0,0.503370787,0.485393258,0.513636364,0.091867982,0.002500805,0.220640569,0.368902439,0.593155894,0.353448276,0.42248062,0.95429815,0.899661781,0.348684211,0,0.012066365,0,0.040214477,0.065162907,0.485148515,0.003366569,0.00375627,0.712177122,0.001205872,0.201864539,0.266051715,0.175640166,0.349042574,0.4602863,0.414495757,0.281874268,0.679183673,0.124461277,0.270546509
1095,1,0,0.388764045,0.366292135,0.402272727,0.08948622,0.008169762,0.256227758,0.298780488,0.608365019,0.382183908,0.401162791,0.956474429,0.886133033,0.398026316,0.004854369,0.018099548,0,0.013404826,0.067669173,0.47029703,0.00955588,0.010280842,0.656826568,0.005423011,0.217656719,0.260309236,0.166017289,0.356278842,0.4336057,0.423914716,0.179959661,0.595685131,0.187410213,0.226990006
1097,0,0,0.352808989,0.334831461,0.365909091,0.071112623,0.036967356,0.336298932,0.381097561,0.699619772,0.284482759,0.281007752,0.937976061,0.915445321,0.256578947,0.008090615,0.016591252,0.006993007,0.024128686,0.097744361,0.49009901,0.043051673,0.049479141,0.760147601,0.031537043,0.282334987,0.244715434,0.229064352,0.35853251,0.4431937,0.429804131,0.122024648,0.593994169,0.103630665,0.142113355
1099,0,2.315661182,0.449438202,0.420224719,0.465909091,0.071452875,0.001390667,0.215302491,0.448170732,0.399239544,0.425287356,0.428294574,0.966267682,0.977452086,0.164473684,0.004854369,0.012066365,0,0.021447721,0.047619048,0.504950495,0.002433727,0.002694886,0.701107011,0.000991465,0.256125276,0.280770944,0.214784074,0.381912398,0.5193895,0.400049249,0.522342019,0.703556851,0.29998694,0.479348662
1101,0,0,0.325842697,0.298876404,0.343181818,0.064988091,0.021778699,0.416370107,0.417682927,0.646387833,0.163793103,0.281007752,0.942328618,0.903043968,0.305921053,0.011326861,0.022624434,0.006993007,0.016085791,0.077694236,0.373762376,0.022799067,0.026293889,0.765682657,0.02511847,0.282152514,0.254913285,0.150160381,0.35140356,0.4580429,0.477463242,0.172425811,0.619650146,0.169452788,0.209675729
1103,0,0,0.411235955,0.391011236,0.438636364,0.088465464,0.010811921,0.297153025,0.317073171,0.627376426,0.333333333,0.370155039,0.970620239,0.943630214,0.273026316,0.003236246,0.012066365,0.013986014,0.016085791,0.040100251,0.48019802,0.013125292,0.014799063,0.728782288,0.010191874,0.265232321,0.270391578,0.203222124,0.372821071,0.5263467,0.458738188,0.139257589,0.634927114,0.151887162,0.190701656
1105,0,1.432181971,0.350561798,0.325842697,0.425,0.065328343,0.000531002,0.158362989,0.615853659,0.703422053,0.204022989,0.379844961,0.907508161,0.896279594,0.220394737,0,0.066365008,0,0.101876676,0.022556391,0.524752475,0.000880048,0.00089882,0.58302583,0.000391943,0.175621651,0.319318163,0.148130697,0.276863875,0.2775552,0.294604106,0.286872117,0.631836735,0.199425362,0.326333077
1107,0,1.586941737,0.465168539,0.447191011,0.497727273,0.08948622,0.001456879,0.153024911,0.356707317,0.566539924,0.402298851,0.486434109,0.929270947,0.868094701,0.368421053,0.008090615,0.021116139,0,0.018766756,0.117794486,0.618811881,0.002274945,0.002543335,0.715867159,0.000831683,0.162068908,0.1784459,0.165419257,0.298143407,0.3593462,0.338990181,0.203250827,0.652244898,0.179770145,0.256062618
1109,0,0,0.217977528,0.184269663,0.238636364,0.068730861,0.003041173,0.293594306,0.359756098,0.680608365,0.261494253,0.364341085,0.929270947,0.925591883,0.200657895,0.009708738,0.033182504,0,0.016085791,0.095238095,0.366336634,0.002799321,0.002973867,0.638376384,0.002253329,0.223777848,0.289153644,0.17766985,0.324712159,0.3571162,0.433949294,0.133503389,0.588163265,0.164163511,0.155618841
1111,0,1.395348837,0.478651685,0.471910112,0.497727273,0.082340932,0.001791859,0.204626335,0.262195122,0.482889734,0.376436782,0.550387597,0.934711643,0.901916573,0.286184211,0.001618123,0.013574661,0,0.021447721,0.122807018,0.542079208,0.002443253,0.00245209,0.557195572,0.001246842,0.249456729,0.379795713,0.216433193,0.36966287,0.410731,0.38589003,0.328478844,0.533469388,0.096643594,0.259853938
1113,0,2.124430956,0.298876404,0.276404494,0.313636364,0.080979925,0.005285843,0.268683274,0.524390244,0.604562738,0.272988506,0.319767442,0.949945593,0.9210823,0.276315789,0.004854369,0.019607843,0,0.021447721,0.072681704,0.485148515,0.005762585,0.006375643,0.699261993,0.003194264,0.259841083,0.294104058,0.176220076,0.382448986,0.4709959,0.37305439,0.281540583,0.798833819,0.343672457,0.280400447
1115,1,0,0.415730337,0.408988764,0.429545455,0.102415788,0.008183701,0.286476868,0.323170732,0.72243346,0.341954023,0.321705426,0.946681175,0.9210823,0.263157895,0.003236246,0.009049774,0,0.037533512,0.087719298,0.616336634,0.009460214,0.010315977,0.677121771,0.004473882,0.360068344,0.310704444,0.327214077,0.472365738,0.544708,0.451863784,0.150002225,0.510612245,0.06660572,0.207264659
1117,0,0,0.373033708,0.368539326,0.370454545,0.080639673,0.022046378,0.537366548,0.289634146,0.726235741,0.209770115,0.158914729,0.9390642,0.917700113,0.253289474,0.003236246,0.009049774,0,0.021447721,0.120300752,0.571782178,0.022099237,0.026963546,0.859778598,0.03212564,0.48773286,0.294203066,0.292328881,0.468195686,0.6247763,0.531853113,0.143254386,0.601516035,0.163967611,0.190491998
1119,0,0,0.337078652,0.276404494,0.386363636,0.050697516,0.000906057,0.247330961,0.713414634,0.486692015,0.129310345,0.379844961,0.946681175,0.922209696,0.263157895,0.008090615,0.042232278,0,0.008042895,0.050125313,0.482673267,0.001343293,0.001486147,0.699261993,0.000755207,0.118590647,0.150690583,0.050307171,0.229904794,0.4291323,0.285000462,0.029252992,0.415918367,0.10010448,0.076752394
1121,0,0,0.433707865,0.424719101,0.436363636,0.079618918,0.006531454,0.263345196,0.31097561,0.558935361,0.313218391,0.457364341,0.952121872,0.898534386,0.348684211,0.009708738,0.021116139,0.013986014,0.026809651,0.047619048,0.497524752,0.008965609,0.009758016,0.675276753,0.00409423,0.240698041,0.266876784,0.193200558,0.360203597,0.4232433,0.443173307,0.132784114,0.529737609,0.13334204,0.174889929
1123,0,0,0.483146067,0.487640449,0.481818182,0.064647839,0.00323763,0.252669039,0.256097561,0.558935361,0.353448276,0.476744186,0.957562568,0.909808343,0.328947368,0.001618123,0.009049774,0.006993007,0.018766756,0.080200501,0.485148515,0.004648334,0.004860654,0.616236162,0.003083646,0.25239288,0.317371,0.220148239,0.351388229,0.4185161,0.491253091,0.186751991,0.585306122,0.130795351,0.236546929
1125,0,0,0.238202247,0.217977528,0.252272727,0.075876148,0.019327771,0.387900356,0.393292683,0.524714829,0.25,0.32751938,0.943416757,0.908680947,0.292763158,0.006472492,0.022624434,0.027972028,0.016085791,0.07518797,0.425742574,0.018288476,0.021431662,0.791512915,0.018387163,0.304845479,0.276942625,0.222105435,0.373618287,0.4355287,0.423596647,0.225259161,0.641049563,0.152213661,0.258578517
1127,0,1.641025641,0.46741573,0.449438202,0.479545455,0.081660429,0.005077624,0.236654804,0.350609756,0.646387833,0.396551724,0.360465116,0.9695321,0.910935738,0.365131579,0.004854369,0.013574661,0,0.026809651,0.032581454,0.618811881,0.007229331,0.007693982,0.642066421,0.002694435,0.241527462,0.24874177,0.187691416,0.372897726,0.4236974,0.425925736,0.260703851,0.668046647,0.247420661,0.259818995
